Date,Product,Quantity,Price,Customer_ID,Region,Total_Sales
2025-12-10,Security Camera,2,129.99,CUST-042,North,259.98
2025-07-26,Router Pro,5,89.99,CUST-056,West,449.95
2025-10-30,Streaming Stick,5,49.99,CUST-036,Central,249.95
2025-05-08,Streaming Stick,4,49.99,CUST-084,East,199.96
2025-07-01,Streaming Stick,2,49.99,CUST-068,North,99.98
2025-10-19,Tech Support,5,29.99,CUST-007,West,149.95
2025-04-09,Tech Support,3,29.99,CUST-054,East,89.97
2025-10-24,Router Pro,1,89.99,CUST-001,South,89.99
2025-08-21,Streaming Stick,1,49.99,CUST-044,South,49.99
2025-11-26,Streaming Stick,1,49.99,CUST-045,East,49.99
2025-09-01,Security Camera,2,129.99,CUST-047,North,259.98
2025-11-10,Tech Support,4,29.99,CUST-013,South,119.96
2026-03-30,Streaming Stick,5,49.99,CUST-022,Central,249.95
2026-01-17,Router Pro,3,89.99,CUST-021,East,269.97
2026-03-12,Router Pro,3,89.99,CUST-086,East,269.97
2025-12-13,Streaming Stick,2,49.99,CUST-092,South,99.98
2025-06-26,Tech Support,1,29.99,CUST-009,North,29.99
2025-07-14,Router Pro,2,89.99,CUST-026,Central,179.98
2025-09-06,Security Camera,4,129.99,CUST-009,North,519.96
2025-07-28,Router Pro,4,89.99,CUST-015,West,359.96
2025-05-07,Fiber Optic Setup,5,199.99,CUST-010,West,999.95
2026-01-29,Fiber Optic Setup,5,199.99,CUST-088,South,999.95
2026-01-10,Tech Support,4,29.99,CUST-042,South,119.96
2025-05-09,Streaming Stick,4,49.99,CUST-072,South,199.96
2025-09-15,Tech Support,4,29.99,CUST-024,West,119.96
2025-05-07,Tech Support,2,29.99,CUST-080,North,59.98
2025-05-03,Tech Support,4,29.99,CUST-049,North,119.96
2026-02-01,Tech Support,3,29.99,CUST-026,South,89.97
2025-12-08,Security Camera,1,129.99,CUST-091,Central,129.99
2025-12-21,Security Camera,4,129.99,CUST-037,North,519.96
2026-01-04,Router Pro,1,89.99,CUST-068,West,89.99
2025-06-27,Fiber Optic Setup,2,199.99,CUST-050,East,399.98
2025-05-07,Tech Support,1,29.99,CUST-024,East,29.99
2025-12-24,Router Pro,2,89.99,CUST-019,East,179.98
2025-05-19,Fiber Optic Setup,3,199.99,CUST-100,Central,599.97
2025-07-12,Streaming Stick,2,49.99,CUST-060,South,99.98
2025-05-13,Security Camera,2,129.99,CUST-039,West,259.98
2026-02-06,Fiber Optic Setup,5,199.99,CUST-074,Central,999.95
2025-05-12,Streaming Stick,4,49.99,CUST-089,West,199.96
2026-03-19,Fiber Optic Setup,4,199.99,CUST-018,West,799.96
2025-08-06,Security Camera,3,129.99,CUST-019,South,389.97
2025-10-31,Security Camera,3,129.99,CUST-036,East,389.97
2025-06-08,Router Pro,4,89.99,CUST-074,South,359.96
2026-01-24,Tech Support,5,29.99,CUST-097,Central,149.95
2025-08-12,Fiber Optic Setup,4,199.99,CUST-055,Central,799.96
2026-01-29,Fiber Optic Setup,5,199.99,CUST-069,Central,999.95
2026-02-06,Streaming Stick,3,49.99,CUST-047,South,149.97
2025-04-28,Security Camera,1,129.99,CUST-049,West,129.99
2026-02-19,Fiber Optic Setup,3,199.99,CUST-099,West,599.97
2025-05-19,Security Camera,3,129.99,CUST-098,North,389.97
2025-11-08,Fiber Optic Setup,2,199.99,CUST-033,Central,399.98
2026-03-10,Router Pro,2,89.99,CUST-021,West,179.98
2026-01-31,Tech Support,2,29.99,CUST-081,North,59.98
2026-01-22,Fiber Optic Setup,2,199.99,CUST-022,West,399.98
2025-12-31,Security Camera,5,129.99,CUST-048,Central,649.95
2025-09-16,Router Pro,4,89.99,CUST-037,East,359.96
2025-08-19,Fiber Optic Setup,1,199.99,CUST-015,Central,199.99
2025-07-21,Streaming Stick,3,49.99,CUST-035,South,149.97
2026-03-16,Tech Support,5,29.99,CUST-092,West,149.95
2025-09-15,Fiber Optic Setup,1,199.99,CUST-071,West,199.99
2025-08-08,Router Pro,5,89.99,CUST-032,South,449.95
2025-08-21,Streaming Stick,5,49.99,CUST-011,South,249.95
2025-10-27,Router Pro,3,89.99,CUST-010,East,269.97
2025-06-14,Router Pro,4,89.99,CUST-073,West,359.96
2026-03-17,Streaming Stick,2,49.99,CUST-078,West,99.98
2026-03-04,Router Pro,4,89.99,CUST-077,East,359.96
2025-09-08,Streaming Stick,3,49.99,CUST-057,North,149.97
2025-11-28,Fiber Optic Setup,3,199.99,CUST-025,East,599.97
2025-09-16,Streaming Stick,3,49.99,CUST-002,Central,149.97
2025-05-15,Streaming Stick,1,49.99,CUST-064,West,49.99
2025-04-12,Tech Support,4,29.99,CUST-035,South,119.96
2025-11-28,Streaming Stick,4,49.99,CUST-007,Central,199.96
2026-02-20,Streaming Stick,5,49.99,CUST-085,West,249.95
2026-01-21,Fiber Optic Setup,5,199.99,CUST-018,East,999.95
2025-05-29,Tech Support,5,29.99,CUST-067,Central,149.95
2025-05-15,Security Camera,3,129.99,CUST-042,West,389.97
2026-01-08,Fiber Optic Setup,4,199.99,CUST-039,North,799.96
2025-07-26,Fiber Optic Setup,3,199.99,CUST-041,North,599.97
2025-12-23,Security Camera,1,129.99,CUST-075,South,129.99
2025-08-21,Streaming Stick,5,49.99,CUST-024,West,249.95
2025-06-14,Router Pro,3,89.99,CUST-060,North,269.97
2025-10-03,Tech Support,3,29.99,CUST-046,East,89.97
2025-05-13,Router Pro,1,89.99,CUST-019,West,89.99
2025-08-11,Security Camera,2,129.99,CUST-068,East,259.98
2025-10-14,Fiber Optic Setup,4,199.99,CUST-090,East,799.96
2025-08-31,Fiber Optic Setup,2,199.99,CUST-042,North,399.98
2025-06-27,Tech Support,5,29.99,CUST-032,West,149.95
2025-11-18,Fiber Optic Setup,3,199.99,CUST-039,Central,599.97
2026-01-11,Fiber Optic Setup,1,199.99,CUST-036,North,199.99
2026-04-03,Tech Support,1,29.99,CUST-097,North,29.99
2025-09-09,Tech Support,4,29.99,CUST-036,West,119.96
2026-02-15,Security Camera,2,129.99,CUST-003,West,259.98
2026-03-08,Fiber Optic Setup,4,199.99,CUST-073,East,799.96
2026-01-03,Fiber Optic Setup,3,199.99,CUST-008,West,599.97
2025-04-12,Security Camera,4,129.99,CUST-097,East,519.96
2026-03-15,Streaming Stick,1,49.99,CUST-070,North,49.99
2026-01-16,Streaming Stick,1,49.99,CUST-041,South,49.99
2025-09-08,Streaming Stick,5,49.99,CUST-068,Central,249.95
2026-03-13,Security Camera,5,129.99,CUST-013,North,649.95
2025-05-31,Fiber Optic Setup,3,199.99,CUST-049,West,599.97
2025-06-15,Security Camera,2,129.99,CUST-060,Central,259.98
2025-08-21,Security Camera,4,129.99,CUST-002,South,519.96
2025-06-06,Streaming Stick,3,49.99,CUST-060,South,149.97
2025-06-01,Router Pro,5,89.99,CUST-005,East,449.95
2026-01-16,Fiber Optic Setup,4,199.99,CUST-044,Central,799.96
2025-06-26,Streaming Stick,5,49.99,CUST-027,East,249.95
2025-08-25,Router Pro,4,89.99,CUST-032,North,359.96
2025-08-30,Router Pro,2,89.99,CUST-021,Central,179.98
2026-02-11,Tech Support,3,29.99,CUST-008,North,89.97
2025-07-24,Fiber Optic Setup,4,199.99,CUST-072,East,799.96
2025-09-30,Router Pro,1,89.99,CUST-050,Central,89.99
2025-07-21,Streaming Stick,1,49.99,CUST-067,East,49.99
2026-03-25,Tech Support,4,29.99,CUST-044,Central,119.96
2026-02-26,Fiber Optic Setup,4,199.99,CUST-058,East,799.96
2025-08-21,Security Camera,4,129.99,CUST-003,South,519.96
2025-12-22,Streaming Stick,1,49.99,CUST-086,East,49.99
2025-12-14,Router Pro,1,89.99,CUST-070,South,89.99
2025-08-14,Router Pro,4,89.99,CUST-002,East,359.96
2025-05-04,Streaming Stick,5,49.99,CUST-087,Central,249.95
2025-05-25,Router Pro,5,89.99,CUST-044,Central,449.95
2026-02-26,Tech Support,2,29.99,CUST-002,Central,59.98
2025-11-10,Fiber Optic Setup,3,199.99,CUST-081,West,599.97
2025-08-27,Tech Support,5,29.99,CUST-035,North,149.95
2025-04-30,Router Pro,1,89.99,CUST-098,Central,89.99
2025-04-09,Security Camera,5,129.99,CUST-087,South,649.95
2025-09-25,Fiber Optic Setup,2,199.99,CUST-030,Central,399.98
2025-06-13,Fiber Optic Setup,2,199.99,CUST-008,West,399.98
2026-02-28,Streaming Stick,3,49.99,CUST-022,South,149.97
2025-08-20,Streaming Stick,5,49.99,CUST-044,West,249.95
2025-06-29,Security Camera,1,129.99,CUST-058,South,129.99
2025-11-20,Fiber Optic Setup,1,199.99,CUST-036,East,199.99
2026-01-15,Security Camera,4,129.99,CUST-069,North,519.96
2026-04-04,Streaming Stick,1,49.99,CUST-077,North,49.99
2025-11-12,Streaming Stick,3,49.99,CUST-093,West,149.97
2026-01-20,Fiber Optic Setup,3,199.99,CUST-031,North,599.97
2025-04-12,Tech Support,1,29.99,CUST-047,West,29.99
2025-06-04,Router Pro,1,89.99,CUST-055,West,89.99
2025-05-16,Streaming Stick,4,49.99,CUST-080,West,199.96
2026-03-27,Streaming Stick,1,49.99,CUST-062,North,49.99
2025-06-23,Tech Support,4,29.99,CUST-030,West,119.96
2026-01-12,Tech Support,4,29.99,CUST-055,North,119.96
2025-04-26,Security Camera,1,129.99,CUST-016,West,129.99
2025-10-14,Security Camera,2,129.99,CUST-012,Central,259.98
2026-01-31,Router Pro,2,89.99,CUST-017,West,179.98
2026-01-15,Router Pro,4,89.99,CUST-016,South,359.96
2025-06-22,Fiber Optic Setup,1,199.99,CUST-012,West,199.99
2025-11-14,Security Camera,2,129.99,CUST-008,East,259.98
2025-06-12,Streaming Stick,1,49.99,CUST-084,West,49.99
2025-04-29,Security Camera,1,129.99,CUST-003,South,129.99
2025-09-12,Streaming Stick,1,49.99,CUST-016,South,49.99
2025-10-11,Tech Support,5,29.99,CUST-030,North,149.95
2025-04-28,Security Camera,1,129.99,CUST-023,Central,129.99
2025-10-08,Tech Support,5,29.99,CUST-092,West,149.95
2025-07-24,Router Pro,4,89.99,CUST-005,North,359.96
2026-03-23,Router Pro,2,89.99,CUST-084,Central,179.98
2025-08-13,Fiber Optic Setup,2,199.99,CUST-065,West,399.98
2026-03-15,Security Camera,2,129.99,CUST-030,East,259.98
2025-05-30,Tech Support,2,29.99,CUST-021,West,59.98
2025-10-06,Streaming Stick,2,49.99,CUST-084,South,99.98
2026-01-19,Router Pro,2,89.99,CUST-070,South,179.98
2025-11-02,Router Pro,2,89.99,CUST-022,East,179.98
2026-02-19,Streaming Stick,4,49.99,CUST-082,North,199.96
2025-06-26,Tech Support,1,29.99,CUST-072,Central,29.99
2025-08-07,Tech Support,3,29.99,CUST-032,West,89.97
2025-06-30,Security Camera,5,129.99,CUST-033,South,649.95
2025-07-07,Security Camera,3,129.99,CUST-016,North,389.97
2025-11-05,Fiber Optic Setup,3,199.99,CUST-076,East,599.97
2025-04-20,Router Pro,1,89.99,CUST-038,South,89.99
2025-07-08,Security Camera,1,129.99,CUST-098,East,129.99
2025-09-25,Tech Support,1,29.99,CUST-014,West,29.99
2025-11-04,Streaming Stick,2,49.99,CUST-036,Central,99.98
2026-03-16,Tech Support,4,29.99,CUST-097,South,119.96
2025-08-13,Router Pro,2,89.99,CUST-023,South,179.98
2025-08-22,Tech Support,4,29.99,CUST-066,West,119.96
2025-06-28,Fiber Optic Setup,4,199.99,CUST-085,North,799.96
2026-04-02,Router Pro,3,89.99,CUST-002,Central,269.97
2025-06-02,Streaming Stick,3,49.99,CUST-091,South,149.97
2025-10-20,Fiber Optic Setup,4,199.99,CUST-073,Central,799.96
2025-04-27,Router Pro,4,89.99,CUST-065,South,359.96
2025-12-04,Streaming Stick,2,49.99,CUST-075,Central,99.98
2025-07-30,Fiber Optic Setup,2,199.99,CUST-067,East,399.98
2025-07-19,Fiber Optic Setup,3,199.99,CUST-052,South,599.97
2025-11-29,Router Pro,1,89.99,CUST-062,Central,89.99
2025-10-04,Security Camera,4,129.99,CUST-023,North,519.96
2025-09-11,Fiber Optic Setup,2,199.99,CUST-026,East,399.98
2025-08-02,Fiber Optic Setup,3,199.99,CUST-068,East,599.97
2025-07-31,Streaming Stick,2,49.99,CUST-082,North,99.98
2025-04-20,Tech Support,4,29.99,CUST-055,Central,119.96
2026-03-11,Router Pro,4,89.99,CUST-006,West,359.96
2025-07-15,Router Pro,5,89.99,CUST-035,North,449.95
2025-10-29,Security Camera,1,129.99,CUST-022,Central,129.99
2025-09-23,Security Camera,5,129.99,CUST-043,North,649.95
2025-08-28,Router Pro,3,89.99,CUST-015,North,269.97
2025-05-13,Security Camera,2,129.99,CUST-086,South,259.98
2025-08-28,Streaming Stick,3,49.99,CUST-060,Central,149.97
2025-10-04,Router Pro,4,89.99,CUST-012,West,359.96
2026-03-02,Security Camera,5,129.99,CUST-049,South,649.95
2025-12-24,Router Pro,5,89.99,CUST-042,North,449.95
2025-10-29,Tech Support,5,29.99,CUST-038,North,149.95
2026-03-21,Fiber Optic Setup,3,199.99,CUST-082,North,599.97
2026-01-07,Router Pro,4,89.99,CUST-045,Central,359.96
2025-09-24,Fiber Optic Setup,2,199.99,CUST-035,Central,399.98
2025-04-22,Security Camera,2,129.99,CUST-030,South,259.98
2025-06-06,Fiber Optic Setup,3,199.99,CUST-088,West,599.97
2025-08-19,Router Pro,5,89.99,CUST-030,South,449.95
2025-07-08,Tech Support,1,29.99,CUST-078,East,29.99
2026-01-30,Security Camera,3,129.99,CUST-006,North,389.97
2025-08-21,Router Pro,3,89.99,CUST-067,North,269.97
2025-04-27,Security Camera,4,129.99,CUST-080,North,519.96
2025-06-02,Streaming Stick,2,49.99,CUST-007,South,99.98
2026-02-07,Fiber Optic Setup,3,199.99,CUST-052,South,599.97
2025-11-16,Streaming Stick,3,49.99,CUST-014,North,149.97
2025-10-01,Router Pro,5,89.99,CUST-073,South,449.95
2025-09-15,Tech Support,5,29.99,CUST-015,Central,149.95
2025-11-17,Security Camera,1,129.99,CUST-021,Central,129.99
2026-02-12,Fiber Optic Setup,4,199.99,CUST-035,South,799.96
2025-12-25,Security Camera,1,129.99,CUST-066,North,129.99
2025-06-06,Router Pro,5,89.99,CUST-091,South,449.95
2025-10-22,Security Camera,2,129.99,CUST-002,South,259.98
2026-01-28,Fiber Optic Setup,5,199.99,CUST-035,South,999.95
2025-07-14,Router Pro,4,89.99,CUST-082,East,359.96
2025-08-16,Security Camera,5,129.99,CUST-078,Central,649.95
2025-04-30,Tech Support,4,29.99,CUST-020,West,119.96
2026-04-05,Router Pro,4,89.99,CUST-082,West,359.96
2025-11-17,Router Pro,4,89.99,CUST-010,East,359.96
2025-04-08,Tech Support,4,29.99,CUST-025,South,119.96
2025-12-30,Streaming Stick,4,49.99,CUST-066,East,199.96
2026-01-08,Fiber Optic Setup,2,199.99,CUST-025,East,399.98
2026-03-25,Streaming Stick,1,49.99,CUST-054,North,49.99
2026-03-17,Security Camera,3,129.99,CUST-033,Central,389.97
2025-07-17,Tech Support,1,29.99,CUST-036,West,29.99
2025-10-11,Streaming Stick,4,49.99,CUST-095,South,199.96
2025-11-14,Router Pro,2,89.99,CUST-014,West,179.98
2025-05-13,Security Camera,5,129.99,CUST-065,West,649.95
2026-03-14,Security Camera,2,129.99,CUST-080,Central,259.98
2025-09-24,Streaming Stick,4,49.99,CUST-054,West,199.96
2026-02-21,Streaming Stick,2,49.99,CUST-052,West,99.98
2025-09-15,Tech Support,2,29.99,CUST-003,East,59.98
2026-03-13,Fiber Optic Setup,4,199.99,CUST-099,Central,799.96
2025-06-10,Streaming Stick,2,49.99,CUST-041,North,99.98
2025-09-08,Streaming Stick,3,49.99,CUST-006,South,149.97
2025-12-23,Router Pro,3,89.99,CUST-025,West,269.97
2025-09-13,Security Camera,2,129.99,CUST-013,South,259.98
2026-03-15,Fiber Optic Setup,5,199.99,CUST-098,North,999.95
2025-11-03,Router Pro,4,89.99,CUST-008,South,359.96
2025-09-22,Tech Support,3,29.99,CUST-021,North,89.97
2025-10-31,Tech Support,5,29.99,CUST-098,East,149.95
2026-03-30,Streaming Stick,2,49.99,CUST-068,West,99.98
2025-09-06,Streaming Stick,5,49.99,CUST-025,North,249.95
2026-01-16,Tech Support,1,29.99,CUST-079,South,29.99
2025-06-12,Streaming Stick,3,49.99,CUST-068,West,149.97
2025-07-15,Fiber Optic Setup,2,199.99,CUST-045,East,399.98
2025-11-09,Streaming Stick,4,49.99,CUST-060,West,199.96
2026-03-14,Security Camera,2,129.99,CUST-012,North,259.98
2025-10-19,Streaming Stick,4,49.99,CUST-032,East,199.96
2026-03-20,Router Pro,2,89.99,CUST-096,South,179.98
2025-07-06,Fiber Optic Setup,5,199.99,CUST-092,East,999.95
2026-02-17,Router Pro,5,89.99,CUST-013,East,449.95
2026-01-24,Router Pro,5,89.99,CUST-031,Central,449.95
2025-09-09,Security Camera,1,129.99,CUST-078,East,129.99
2025-11-01,Fiber Optic Setup,4,199.99,CUST-020,East,799.96
2026-01-13,Fiber Optic Setup,5,199.99,CUST-018,West,999.95
2025-04-08,Fiber Optic Setup,1,199.99,CUST-093,South,199.99
2025-09-10,Fiber Optic Setup,4,199.99,CUST-060,West,799.96
2025-09-01,Fiber Optic Setup,2,199.99,CUST-063,West,399.98
2025-07-24,Security Camera,1,129.99,CUST-006,North,129.99
2025-11-14,Streaming Stick,3,49.99,CUST-032,West,149.97
2026-01-29,Router Pro,1,89.99,CUST-093,Central,89.99
2026-02-12,Fiber Optic Setup,1,199.99,CUST-043,Central,199.99
2026-03-09,Streaming Stick,4,49.99,CUST-002,North,199.96
2025-09-19,Streaming Stick,2,49.99,CUST-060,South,99.98
2025-12-02,Router Pro,3,89.99,CUST-023,South,269.97
2025-11-20,Security Camera,5,129.99,CUST-083,West,649.95
2025-11-20,Tech Support,5,29.99,CUST-031,West,149.95
2026-03-19,Tech Support,1,29.99,CUST-005,West,29.99
2025-07-26,Streaming Stick,4,49.99,CUST-083,South,199.96
2025-12-25,Router Pro,4,89.99,CUST-034,East,359.96
2025-12-06,Tech Support,5,29.99,CUST-010,Central,149.95
2025-07-03,Streaming Stick,3,49.99,CUST-089,East,149.97
2026-03-11,Security Camera,2,129.99,CUST-002,East,259.98
2025-05-21,Tech Support,3,29.99,CUST-011,South,89.97
2025-08-31,Streaming Stick,2,49.99,CUST-050,East,99.98
2025-12-27,Streaming Stick,5,49.99,CUST-031,North,249.95
2026-03-13,Fiber Optic Setup,2,199.99,CUST-056,West,399.98
2026-02-26,Security Camera,4,129.99,CUST-079,North,519.96
2026-02-19,Fiber Optic Setup,1,199.99,CUST-073,Central,199.99
2025-09-26,Router Pro,1,89.99,CUST-087,West,89.99
2025-05-25,Fiber Optic Setup,5,199.99,CUST-083,East,999.95
2025-08-06,Fiber Optic Setup,4,199.99,CUST-009,Central,799.96
2026-03-18,Tech Support,3,29.99,CUST-099,West,89.97
2025-09-13,Streaming Stick,4,49.99,CUST-021,East,199.96
2025-08-01,Security Camera,1,129.99,CUST-073,North,129.99
2025-07-18,Fiber Optic Setup,1,199.99,CUST-028,West,199.99
2025-06-22,Security Camera,4,129.99,CUST-062,East,519.96
2025-04-20,Fiber Optic Setup,4,199.99,CUST-007,North,799.96
2025-05-01,Router Pro,1,89.99,CUST-080,Central,89.99
2025-08-11,Fiber Optic Setup,3,199.99,CUST-016,Central,599.97
2025-12-07,Tech Support,5,29.99,CUST-097,Central,149.95
2026-02-14,Streaming Stick,5,49.99,CUST-004,Central,249.95
2025-05-15,Router Pro,4,89.99,CUST-004,South,359.96
2025-11-27,Fiber Optic Setup,5,199.99,CUST-040,West,999.95
2025-11-06,Security Camera,1,129.99,CUST-017,West,129.99
2026-02-24,Router Pro,1,89.99,CUST-052,South,89.99
2026-01-27,Router Pro,4,89.99,CUST-093,East,359.96
2025-07-16,Fiber Optic Setup,4,199.99,CUST-052,East,799.96
2026-03-30,Router Pro,4,89.99,CUST-036,Central,359.96
2025-10-21,Security Camera,3,129.99,CUST-038,North,389.97
2025-12-17,Router Pro,5,89.99,CUST-050,East,449.95
2025-10-29,Security Camera,4,129.99,CUST-063,North,519.96
2025-08-10,Fiber Optic Setup,2,199.99,CUST-063,West,399.98
2025-06-22,Streaming Stick,2,49.99,CUST-062,North,99.98
2026-03-09,Router Pro,1,89.99,CUST-099,West,89.99
2026-03-26,Streaming Stick,5,49.99,CUST-007,South,249.95
2025-04-10,Security Camera,4,129.99,CUST-027,South,519.96
